created_at,content,tweet_id
2012-02-04T11:32:52,@xbritt99 nee denk t niet.. ben echt te xmisselijk echt sorry schatje! xxxx,165759722962685952
2012-02-04T11:32:52,damn me haar zit echt niet ga nog een keer douchen zo..,165759723147247616
2012-02-04T11:32:52,We hebbe samen gespeeld gezongen samen gebelt maar hebbe we ooit naakt in bad gezeten natuurlijk niet,165759721909923840
2012-02-04T11:32:53,"RT @britjeex: RT @_NiiCKx: Weetje, ik wou sneeuw tijdens kerst. Maar niet nu...",165759726834032640
2012-02-04T11:32:54,Sandwiched between two gays @AlbytheDreamer @jaseW1988,165759733817540609
2012-02-04T11:32:58,wie komt err schaatsew bij mij voor,165759746962501632
2012-02-04T11:32:58,"Verkrijgbaar logboek, brandblussers brandhaspels en noodverlichting
uLaat u BHV  verbanddoos controleren en verzegelen .",165759748392759297
2012-02-04T11:32:59,;____; wants.,165759753090383873
2012-02-04T11:32:59,oOo KIKWANGGGGGGGGGGGGGGGG,165759754680008705
2012-02-04T11:33:00,ontbijten met esther de vries!!!!!!!!!,165759758681387010
2012-02-04T11:33:00,@leontje999 HAHAHAH XD! Welke ben je rechtse of linkse ?,165759757662167043
2012-02-04T11:33:00,RT @telegraaf: AutovisieFlits: Vrouwen kunnen beter parkeren dan mannen http://t.co/pVoaVZMR,165759758345842689
2012-02-04T11:33:01,@mahima457 Thaanks =D,165759761030193152
2012-02-04T11:33:01,"RT @Top_moppen: Sommige dingen zijn onbespreekbaar, de rest pleur je op Twitter! #topmoppen",165759761076322304
2012-02-04T11:33:02,【eBook（PDF）＋オーディオeBook（MP3）】・Googel Adwords PRIMER・あなたのウェブサイトに「集中的にターゲット化されたアクセス」をもたらす「秘策」とは？	http://t.co/lVz9V7aQ,165759767183245315
2012-02-04T11:33:03,@cisleyen zamanı gelince :)),165759771759214592
2012-02-04T11:33:04,@Liefdevollid @AlexKlusman +1! #niggerchild,165759773365641216
2012-02-04T11:33:04,RT @telegraaf: AutovisieFlits: Vrouwen kunnen beter parkeren dan mannen http://t.co/pVoaVZMR,165759774812684289
2012-02-04T11:33:05,RT @DeBortoliF: #facebook in Borsa. Anche Zuckerberg tiene famiglia.,165759776461045760
2012-02-04T11:33:05,@Timmm7Q @Thijstn @Reeevi @Remyvanesch @Royyy_010 @nielsisbleij hoelaat bij saturnus?,165759776742060032
2012-02-04T11:33:07,"RT @RUENDRICK_: RT @RayHefner_: RT @_GillianSP: Krokante lippen, niet hier zo.",165759787567554561
2012-02-04T11:33:10,@andrewvoorhof Sophie en ik vragen ons af of jij een broer hebt. We zagen net iemand die verdacht veel op je lijkt… met een zwarte landrover,165759800087560192
2012-02-04T11:33:11,RT @_eurosoundzz: Meids die over hun billen zeg dat het dik of groot is zijn volgens mij onzeker... Ik zeg toch ook niet mn lul is groot....,165759803250065408
2012-02-04T11:33:15,"RT @bbberrynet: บางครั้ง ก็ดูไม่ออกจริงๆ \"ว่าเธอมีใจให้\" 
หรือ  เธอเป็นแบบนี้กับทุกคน
#bbberrynet",165759818496348161
2012-02-04T11:33:16,Waka Waka doet me denken aan de zomer van 2009-2010 ofzo. Toen @renskekalsbeek en ik vet vaak naar Jirnsum gingen.,165759825546969088
2012-02-04T11:33:18,net geleeed,165759833600032768
2012-02-04T11:33:18,@bdonesem RT @el_predicador29 @poetaeder @grajalesri @quehpta @ierbr @my1queervoice @romeolove143 @postkneejerk @digibr thxx alot,165759832199139329
2012-02-04T11:33:18,Ik heb HONGERRRRRRRR !,165759832970895361
2012-02-04T11:33:18,"RT @xlaurachanel: RT @IKHEETJONELLEx: Mijn haar is serieus, ALTIJD steil. En nu, zomaar gewoon, heb ik pijpen krullen ...",165759830936662016
2012-02-04T11:33:19,RT @jannheems: R.i.p frans zoetemelk. Overleden doordat hij door het ijs is gezakt voor zijn eigen stijger in de Rip. #sterkteiedereendi ...,165759837211340800
2012-02-04T11:33:20,Leren en hw,165759842584244226
2012-02-04T11:33:21,RT @mylifeasnina: mungols die zeggen dat je crtl f4/ alt f4 moet drukken zijn zo zielig hou ajb je mond,165759846375899137
2012-02-04T11:33:22,"@ElineLevering @EstherSibbel  nog even en het staat op de voorpagina van het LD :-) het ziet er inderdaad niet uit, wel warm onder je pak",165759849752297473
2012-02-04T11:33:23,@w_sh0818 まじ！じょりと？風めっちゃ寒いよ～(ToT)あと飲み物が高い(笑),165759854626091008
2012-02-04T11:33:25,Kheb zin in morgen met schatjes @jessiexpeters en @IsaaPeters snowboarden,165759860208697346
2012-02-04T11:33:25,@nick_050 je zou zo tog komen haal me op dan gaan we naar ijs,165759862490411009
